Title,Media URL,Pinterest board,Description,Link,Publish date,Keywords
Definition of burnous,https://dl.dropboxusercontent.com/scl/fi/9qi579adg6z0vjo7fyp8x/image-980.jpg?rlkey=qfdiayedvandw5j46m324gznl&dl=1,definitions/English,a long hooded cloak woven of wool in one piece; worn by Arabs and Moors,https://trueandfiction.com/definition/definition-of-burnous/,2025-01-07T03:18,"definition, meaning, english, vocabulary, burnous"
